id,app,feature,subject,predicate,object
c0fe91a3-c62c-4b1c-9fda-9a0bc4a6ac5c,SMS,Record customer,system,provide,option  
c0fe91a3-c62c-4b1c-9fda-9a0bc4a6ac5c,SMS,Record customer,option,enter,email address  
c0fe91a3-c62c-4b1c-9fda-9a0bc4a6ac5c,SMS,Record customer,email address,belong to,potential customer
db83e100-6eec-4b8f-8143-ec0afd7d0236,SMS,Record customer,Sales Assistant,add,new customer  
db83e100-6eec-4b8f-8143-ec0afd7d0236,SMS,Record customer,Sales Assistant,enter,required personal data
77a57e05-63ee-46f4-b130-f2fa94d7997c,SMS,Record customer,system,generate,unique customer number  
77a57e05-63ee-46f4-b130-f2fa94d7997c,SMS,Record customer,unique customer number,for,new potential customer
a5206433-4209-462d-99d3-de1946f94092,SMS,Record customer,system,shall store,personal data  
a5206433-4209-462d-99d3-de1946f94092,SMS,Record customer,system,shall store,entered fields  
a5206433-4209-462d-99d3-de1946f94092,SMS,Record customer,system,shall store,customer database
4f3ce2f1-a343-4246-8d7d-0e5257539dcb,SMS,Record customer,system,shall display,confirmation message  
4f3ce2f1-a343-4246-8d7d-0e5257539dcb,SMS,Record customer,confirmation message,contains,customer name  
4f3ce2f1-a343-4246-8d7d-0e5257539dcb,SMS,Record customer,confirmation message,contains,customer number  
4f3ce2f1-a343-4246-8d7d-0e5257539dcb,SMS,Record customer,confirmation message,contains,summary of the recorded data  
4f3ce2f1-a343-4246-8d7d-0e5257539dcb,SMS,Record customer,system,displays,confirmation message after successful addition
d944f82c-56d0-4beb-9c7a-d5b379e0effb,SMS,Record customer,system,validate,all required fields  
d944f82c-56d0-4beb-9c7a-d5b379e0effb,SMS,Record customer,system,notify,Sales Assistant of any missing or invalid data
4e7ee4cc-3a00-4988-8641-834f5a00ca10,SMS,Record customer,The system,shall ensure,ID card number is unique
4e7ee4cc-3a00-4988-8641-834f5a00ca10,SMS,Record customer,The system,notify,Sales Assistant
4e7ee4cc-3a00-4988-8641-834f5a00ca10,SMS,Record customer,ID card number,already exists,in the database
6d449a21-6e94-4c22-a062-efee364ba285,SMS,Update customer,Sales Assistant,allow,search for an existing customer  
6d449a21-6e94-4c22-a062-efee364ba285,SMS,Update customer,Sales Assistant,use,customer name as access key  
6d449a21-6e94-4c22-a062-efee364ba285,SMS,Update customer,Sales Assistant,use,customer number as access key
f10f0e9c-1857-4f66-8e1f-2c109c42fb0d,SMS,Update customer,system,shall display,current personal information of the customer  
f10f0e9c-1857-4f66-8e1f-2c109c42fb0d,SMS,Update customer,current personal information of the customer,includes,first name  
f10f0e9c-1857-4f66-8e1f-2c109c42fb0d,SMS,Update customer,current personal information of the customer,includes,last name  
f10f0e9c-1857-4f66-8e1f-2c109c42fb0d,SMS,Update customer,current personal information of the customer,includes,ID card number  
f10f0e9c-1857-4f66-8e1f-2c109c42fb0d,SMS,Update customer,current personal information of the customer,includes,address  
f10f0e9c-1857-4f66-8e1f-2c109c42fb0d,SMS,Update customer,current personal information of the customer,includes,phone  
f10f0e9c-1857-4f66-8e1f-2c109c42fb0d,SMS,Update customer,current personal information of the customer,includes,cell  
f10f0e9c-1857-4f66-8e1f-2c109c42fb0d,SMS,Update customer,current personal information of the customer,includes,email
1a497cb4-b6f6-4969-9bbd-c32fe7608c09,SMS,Update customer,Sales Assistant,enable,update customer name  
1a497cb4-b6f6-4969-9bbd-c32fe7608c09,SMS,Update customer,Sales Assistant,update,first name  
1a497cb4-b6f6-4969-9bbd-c32fe7608c09,SMS,Update customer,Sales Assistant,update,last name
d1a305ff-93ef-45ed-8ddf-1b7f9612f6d3,SMS,Update customer,Sales Assistant,modify,ID card number
1d9b5fe3-702c-40b8-86d0-c0bce38d3c08,SMS,Update customer,system,provide,option  
1d9b5fe3-702c-40b8-86d0-c0bce38d3c08,SMS,Update customer,option,update,address details  
1d9b5fe3-702c-40b8-86d0-c0bce38d3c08,SMS,Update customer,address details,include,address number  
1d9b5fe3-702c-40b8-86d0-c0bce38d3c08,SMS,Update customer,address details,include,street  
1d9b5fe3-702c-40b8-86d0-c0bce38d3c08,SMS,Update customer,address details,include,ward  
1d9b5fe3-702c-40b8-86d0-c0bce38d3c08,SMS,Update customer,address details,include,district  
1d9b5fe3-702c-40b8-86d0-c0bce38d3c08,SMS,Update customer,address details,include,city  
1d9b5fe3-702c-40b8-86d0-c0bce38d3c08,SMS,Update customer,option,update,existing customer
86692c68-a2b0-477d-a9a1-0478fa5d044a,SMS,Update customer,Sales Assistant,update,phone numbers  
86692c68-a2b0-477d-a9a1-0478fa5d044a,SMS,Update customer,Sales Assistant,update,cell numbers  
86692c68-a2b0-477d-a9a1-0478fa5d044a,SMS,Update customer,System,enable,Sales Assistant
3ceadcff-5445-41c9-830a-67510b703517,SMS,Update customer,Sales Assistant,allow,update email address  
3ceadcff-5445-41c9-830a-67510b703517,SMS,Update customer,Sales Assistant,update,email address  
3ceadcff-5445-41c9-830a-67510b703517,SMS,Update customer,Sales Assistant,update,existing customer email address  
3ceadcff-5445-41c9-830a-67510b703517,SMS,Update customer,System,allow,Sales Assistant to update email address  
3ceadcff-5445-41c9-830a-67510b703517,SMS,Update customer,System,allow,Sales Assistant to update existing customer email address
c5eabd79-d5f8-4bbb-855b-60bf790f290e,SMS,Update customer,Sales Assistant,accept,changes made to the customers personal information  
c5eabd79-d5f8-4bbb-855b-60bf790f290e,SMS,Update customer,Sales Assistant,save,updates
abef1f71-5f50-49de-a98b-e317f3572a34,SMS,Update customer,system,shall save,new personal data of the customer in the database
bbe6309c-f1b0-4a46-98ec-6143f29b6fb6,SMS,Update customer,system,display,confirmation message  
bbe6309c-f1b0-4a46-98ec-6143f29b6fb6,SMS,Update customer,confirmation message,summarize,updated information  
bbe6309c-f1b0-4a46-98ec-6143f29b6fb6,SMS,Update customer,changes,are saved,successfully
cb052de8-84ec-4e68-9ddb-b6505a3b3915,SMS,Update customer,The system,shall validate,the updated fields  
cb052de8-84ec-4e68-9ddb-b6505a3b3915,SMS,Update customer,The system,notify,the Sales Assistant of any errors or missing data  
cb052de8-84ec-4e68-9ddb-b6505a3b3915,SMS,Update customer,The system,save,the changes
3e9c6401-854c-4863-a665-710df318f728,SMS,Update customer,system,ensure,updated ID card number is unique  
3e9c6401-854c-4863-a665-710df318f728,SMS,Update customer,system,notify,Sales Assistant
756c29c3-b9b0-4c37-ab9a-73c7908e6fd3,SMS,Make contract,Sales-Assistant,allow,find existing customer  
756c29c3-b9b0-4c37-ab9a-73c7908e6fd3,SMS,Make contract,Sales-Assistant,create,new contract  
756c29c3-b9b0-4c37-ab9a-73c7908e6fd3,SMS,Make contract,Sales-Assistant,provide,customers name  
756c29c3-b9b0-4c37-ab9a-73c7908e6fd3,SMS,Make contract,Sales-Assistant,provide,customer number  
756c29c3-b9b0-4c37-ab9a-73c7908e6fd3,SMS,Make contract,Customers name,serve,access key  
756c29c3-b9b0-4c37-ab9a-73c7908e6fd3,SMS,Make contract,Customer number,serve,access key
5116ed99-57af-41e6-8cc8-82a858a11ddf,SMS,Make contract,The system,shall enable,Sales-Assistant  
5116ed99-57af-41e6-8cc8-82a858a11ddf,SMS,Make contract,Sales-Assistant,to find,existing staff member  
5116ed99-57af-41e6-8cc8-82a858a11ddf,SMS,Make contract,Sales-Assistant,to find,new contract  
5116ed99-57af-41e6-8cc8-82a858a11ddf,SMS,Make contract,Sales-Assistant,using,staff name  
5116ed99-57af-41e6-8cc8-82a858a11ddf,SMS,Make contract,Staff name,as,access key
52a84349-c307-4e43-bb4d-8cfcdb865e50,SMS,Make contract,The system,support,Sales-Assistant  
52a84349-c307-4e43-bb4d-8cfcdb865e50,SMS,Make contract,Sales-Assistant,finding,existing product  
52a84349-c307-4e43-bb4d-8cfcdb865e50,SMS,Make contract,Sales-Assistant,using,product name  
52a84349-c307-4e43-bb4d-8cfcdb865e50,SMS,Make contract,Product name,serve as,access key
5ba33f5d-3e31-4749-994b-dfc037d9f176,SMS,Make contract,Sales-Assistant,enter,quantity  
5ba33f5d-3e31-4749-994b-dfc037d9f176,SMS,Make contract,Sales-Assistant,create,new contract  
5ba33f5d-3e31-4749-994b-dfc037d9f176,SMS,Make contract,Sales-Assistant,select,product
d92f28f0-d697-4dba-9632-5a156cfa8878,SMS,Make contract,Sales-Assistant,add,selected product to the contract
380f36b5-e847-4b2a-a3c4-de229bb4f192,SMS,Make contract,Sales-Assistant,continue,finding products  
380f36b5-e847-4b2a-a3c4-de229bb4f192,SMS,Make contract,Sales-Assistant,add,additional products to the contract  
380f36b5-e847-4b2a-a3c4-de229bb4f192,SMS,Make contract,All products,be included,in the contract
d876e43a-fdf6-4c9a-a114-50ab73141a6a,SMS,Make contract,Sales-Assistant,enter,terms and conditions  
d876e43a-fdf6-4c9a-a114-50ab73141a6a,SMS,Make contract,Sales-Assistant,enter,payment due date  
d876e43a-fdf6-4c9a-a114-50ab73141a6a,SMS,Make contract,Sales-Assistant,enter,delivery due date  
d876e43a-fdf6-4c9a-a114-50ab73141a6a,SMS,Make contract,Sales-Assistant,enter,contract date  
d876e43a-fdf6-4c9a-a114-50ab73141a6a,SMS,Make contract,System,provide,capability
44c84cad-e678-47f0-9c6d-141f06c08a84,SMS,Make contract,system,generate,new contract  
44c84cad-e678-47f0-9c6d-141f06c08a84,SMS,Make contract,system,store,new contract  
44c84cad-e678-47f0-9c6d-141f06c08a84,SMS,Make contract,new contract,have,unique contract number  
44c84cad-e678-47f0-9c6d-141f06c08a84,SMS,Make contract,new contract,have,contract creation date  
44c84cad-e678-47f0-9c6d-141f06c08a84,SMS,Make contract,Sales-Assistant,enter,all details
0b4419a7-83ca-444f-a202-4a43de9776d4,SMS,Update contract,Sales-Assistant,find,existing contract  
0b4419a7-83ca-444f-a202-4a43de9776d4,SMS,Update contract,Sales-Assistant,access,existing contract  
0b4419a7-83ca-444f-a202-4a43de9776d4,SMS,Update contract,Existing contract,has not been,carried out  
0b4419a7-83ca-444f-a202-4a43de9776d4,SMS,Update contract,Sales-Assistant,access,contract number
dad5f365-5805-49cd-9d4f-51bc9dedc527,SMS,Update contract,The system,shall provide,an option  
dad5f365-5805-49cd-9d4f-51bc9dedc527,SMS,Update contract,The Sales-Assistant,search for,a contract  
dad5f365-5805-49cd-9d4f-51bc9dedc527,SMS,Update contract,The Sales-Assistant,select,the Customer  
dad5f365-5805-49cd-9d4f-51bc9dedc527,SMS,Update contract,The Customer,identified by,access keys  
dad5f365-5805-49cd-9d4f-51bc9dedc527,SMS,Update contract,Access keys,include,customer name  
dad5f365-5805-49cd-9d4f-51bc9dedc527,SMS,Update contract,Access keys,include,customer number  
dad5f365-5805-49cd-9d4f-51bc9dedc527,SMS,Update contract,The contract number,is,forgotten
4c916c83-aacd-43b5-ad18-32cfeac2a8f2,SMS,Update contract,Sales-Assistant,locate,contract  
4c916c83-aacd-43b5-ad18-32cfeac2a8f2,SMS,Update contract,Sales-Assistant,use,partial contract number  
4c916c83-aacd-43b5-ad18-32cfeac2a8f2,SMS,Update contract,Full contract number,be,not available
241e8b00-efe5-44d8-9d02-264350eb11e0,SMS,Update contract,Sales-Assistant,update,contract information  
241e8b00-efe5-44d8-9d02-264350eb11e0,SMS,Update contract,Sales-Assistant,enter,necessary updates  
241e8b00-efe5-44d8-9d02-264350eb11e0,SMS,Update contract,Necessary updates,include,contract terms and conditions  
241e8b00-efe5-44d8-9d02-264350eb11e0,SMS,Update contract,Necessary updates,include,payment due date  
241e8b00-efe5-44d8-9d02-264350eb11e0,SMS,Update contract,Necessary updates,include,delivery due date
c520c45b-e137-4ca0-a0e7-4e6f4f359c27,SMS,Update contract,system,provide,functionality  
c520c45b-e137-4ca0-a0e7-4e6f4f359c27,SMS,Update contract,Sales-Assistant,change,assigned staff  
c520c45b-e137-4ca0-a0e7-4e6f4f359c27,SMS,Update contract,Sales-Assistant,use,staffs name as an access key
40b7afde-0ae5-4ee0-ad30-6a04816b0523,SMS,Update contract,Sales-Assistant,allow,update product details  
40b7afde-0ae5-4ee0-ad30-6a04816b0523,SMS,Update contract,Sales-Assistant,update,product details associated with contract sale  
40b7afde-0ae5-4ee0-ad30-6a04816b0523,SMS,Update contract,Sales-Assistant,use,product name as access key
f217adec-2095-4d49-bffe-346979d10126,SMS,Update contract,system,ensure,Sales-Assistant can accept and finalize the updated contract  
f217adec-2095-4d49-bffe-346979d10126,SMS,Update contract,necessary updates,are entered,Sales-Assistant can accept and finalize the updated contract
ec427402-ac93-4327-87d7-86216a23388c,SMS,Update contract,The system,shall generate,updated contract sale data  
ec427402-ac93-4327-87d7-86216a23388c,SMS,Update contract,The system,shall store,updated contract sale data  
ec427402-ac93-4327-87d7-86216a23388c,SMS,Update contract,Sales-Assistant,accepts,updated contract  
ec427402-ac93-4327-87d7-86216a23388c,SMS,Update contract,Updated contract sale data,has,new contract creation date
e33d0cfc-b33c-4fe8-bfad-30de5dce1323,SMS,View contract,system,allow,sales assistant to view an existing contract on the screen  
e33d0cfc-b33c-4fe8-bfad-30de5dce1323,SMS,View contract,sales assistant,view,existing contract  
e33d0cfc-b33c-4fe8-bfad-30de5dce1323,SMS,View contract,sales assistant,find,contract using the contract number as the access key
a689658d-3a6d-4c58-bea5-367209e70490,SMS,View contract,system,provide,option  
a689658d-3a6d-4c58-bea5-367209e70490,SMS,View contract,option,search,contract  
a689658d-3a6d-4c58-bea5-367209e70490,SMS,View contract,sales assistant,forget,contract number
8dcc86d4-f80f-42f2-b482-08e11b3e474a,SMS,View contract,system,enable,sales assistant  
8dcc86d4-f80f-42f2-b482-08e11b3e474a,SMS,View contract,sales assistant,find,contract  
8dcc86d4-f80f-42f2-b482-08e11b3e474a,SMS,View contract,sales assistant,use,partial contract number  
8dcc86d4-f80f-42f2-b482-08e11b3e474a,SMS,View contract,sales assistant,select,customer
6e7b29ae-3c52-49d7-8932-e331c95f1781,SMS,View contract,system,provide,functionality  
6e7b29ae-3c52-49d7-8932-e331c95f1781,SMS,View contract,functionality,display,existing contract sales data  
6e7b29ae-3c52-49d7-8932-e331c95f1781,SMS,View contract,existing contract sales data,display,on the screen  
6e7b29ae-3c52-49d7-8932-e331c95f1781,SMS,View contract,screen,display,for the sales assistant
9d209520-9147-4d7a-9d4c-907d3e5cd0e4,SMS,View contract,The system,shall allow,the sales assistant to print the contract  
9d209520-9147-4d7a-9d4c-907d3e5cd0e4,SMS,View contract,The sales assistant,to print,the contract  
9d209520-9147-4d7a-9d4c-907d3e5cd0e4,SMS,View contract,The contract,is viewed,on the screen
a136e1b0-202a-4ab6-8f5b-c1de9778118a,SMS,Add delivery contract,Sales-Assistant,find,contract delivery product  
a136e1b0-202a-4ab6-8f5b-c1de9778118a,SMS,Add delivery contract,access keys,include,product name  
a136e1b0-202a-4ab6-8f5b-c1de9778118a,SMS,Add delivery contract,access keys,include,product number
45516537-6141-4f17-819c-7f5625fb7a59,SMS,Add delivery contract,The system,shall enable,the Sales-Assistant  
45516537-6141-4f17-819c-7f5625fb7a59,SMS,Add delivery contract,the Sales-Assistant,to enter,a contract delivery quantity  
45516537-6141-4f17-819c-7f5625fb7a59,SMS,Add delivery contract,a contract delivery quantity,for,a given product
492bc74d-7e7f-452b-a0ca-a27ff71d4a85,SMS,Add delivery contract,The system,provide,capability  
492bc74d-7e7f-452b-a0ca-a27ff71d4a85,SMS,Add delivery contract,Sales-Assistant,add,additional products  
492bc74d-7e7f-452b-a0ca-a27ff71d4a85,SMS,Add delivery contract,Sales-Assistant,add,delivery  
492bc74d-7e7f-452b-a0ca-a27ff71d4a85,SMS,Add delivery contract,Last product,is entered,condition
cadb0cd7-d04e-416c-af79-4c82c8bf2dd2,SMS,Add delivery contract,The system,require,input a delivery receipt number  
cadb0cd7-d04e-416c-af79-4c82c8bf2dd2,SMS,Add delivery contract,Sales-Assistant,input,delivery receipt number
24905124-3c0f-4416-b796-183c136522f2,SMS,Add delivery contract,Sales-Assistant,require,input the delivery date for each contract sale delivery
bbd0a8c2-2c69-4341-afbb-946a458c6d59,SMS,Add delivery contract,system,update,new delivery data
d5fce2e5-97e1-4e07-a1a7-483cb9ce67c8,SMS,Add payment contract,Sales-Assistant,allow,find existing contract  
d5fce2e5-97e1-4e07-a1a7-483cb9ce67c8,SMS,Add payment contract,Sales-Assistant,find,existing contract  
d5fce2e5-97e1-4e07-a1a7-483cb9ce67c8,SMS,Add payment contract,Sales-Assistant,use,contract number  
d5fce2e5-97e1-4e07-a1a7-483cb9ce67c8,SMS,Add payment contract,Contract number,serve,access key
ddbd74ca-c756-408c-8ea9-be2eb9104195,SMS,Add payment contract,system,provide,option  
ddbd74ca-c756-408c-8ea9-be2eb9104195,SMS,Add payment contract,Sales-Assistant,select,customer  
ddbd74ca-c756-408c-8ea9-be2eb9104195,SMS,Add payment contract,Sales-Assistant,use,customer name  
ddbd74ca-c756-408c-8ea9-be2eb9104195,SMS,Add payment contract,Sales-Assistant,use,customer number
0e651f80-69b3-4403-a206-c6a8b22141b8,SMS,Add payment contract,Sales-Assistant,locate,contract  
0e651f80-69b3-4403-a206-c6a8b22141b8,SMS,Add payment contract,Sales-Assistant,select,customer  
0e651f80-69b3-4403-a206-c6a8b22141b8,SMS,Add payment contract,System,enable,Sales-Assistant
c7985d30-572b-45be-9b58-c4ae2d517ec3,SMS,Add payment contract,The system,shall allow,the Sales-Assistant  
c7985d30-572b-45be-9b58-c4ae2d517ec3,SMS,Add payment contract,The Sales-Assistant,to select,the payment option  
c7985d30-572b-45be-9b58-c4ae2d517ec3,SMS,Add payment contract,The payment option,for,a contract sale
1870a991-db42-44fc-9403-d9917b78169a,SMS,Add payment contract,The system,shall enable,Sales-Assistant  
1870a991-db42-44fc-9403-d9917b78169a,SMS,Add payment contract,Sales-Assistant,to enter,payment data  
1870a991-db42-44fc-9403-d9917b78169a,SMS,Add payment contract,Payment data,including,payment sum  
1870a991-db42-44fc-9403-d9917b78169a,SMS,Add payment contract,Payment data,including,payment date  
1870a991-db42-44fc-9403-d9917b78169a,SMS,Add payment contract,Payment data,including,payment receipt number
dffc0552-81a1-420b-9418-cec425c52e34,SMS,Add payment contract,system,add,payment data  
dffc0552-81a1-420b-9418-cec425c52e34,SMS,Add payment contract,Sales-Assistant,submits,payment information  
dffc0552-81a1-420b-9418-cec425c52e34,SMS,Add payment contract,system,add,payment data to contract sale
54691438-2593-443b-8ec8-19f796290e07,SMS,Record wholesale,Sales-Assistant,allow,find existing customer  
54691438-2593-443b-8ec8-19f796290e07,SMS,Record wholesale,Sales-Assistant,find,existing customer  
54691438-2593-443b-8ec8-19f796290e07,SMS,Record wholesale,Sales-Assistant,use,customers name as access key  
54691438-2593-443b-8ec8-19f796290e07,SMS,Record wholesale,Sales-Assistant,use,customer number as access key
54f3cc34-7c8f-40e0-a46f-83520feb5c13,SMS,Record wholesale,Sales-Assistant,find,existing product  
54f3cc34-7c8f-40e0-a46f-83520feb5c13,SMS,Record wholesale,Sales-Assistant,use,product name as an access key  
54f3cc34-7c8f-40e0-a46f-83520feb5c13,SMS,Record wholesale,System,enable,Sales-Assistant
b6a796f7-64f5-4cb6-ba5a-736cca8ef440,SMS,Record wholesale,Sales-Assistant,enter,quantity  
b6a796f7-64f5-4cb6-ba5a-736cca8ef440,SMS,Record wholesale,Customer,purchases,more than the minimum wholesale quantity  
b6a796f7-64f5-4cb6-ba5a-736cca8ef440,SMS,Record wholesale,System,defines,minimum wholesale quantity
f53b067b-418f-43a9-93ee-f73ba3d49c00,SMS,Record wholesale,Sales-Assistant,add,selected product to the wholesale order
050483a7-494b-48be-a801-19fd95c25e40,SMS,Record wholesale,Sales-Assistant,find,next product  
050483a7-494b-48be-a801-19fd95c25e40,SMS,Record wholesale,Sales-Assistant,continue adding,products to the wholesale order  
050483a7-494b-48be-a801-19fd95c25e40,SMS,Record wholesale,All desired products,are included,in the wholesale order
dfef1e70-4195-46bc-9447-098c0ff1d251,SMS,Record wholesale,system,generate,new wholesale entry  
dfef1e70-4195-46bc-9447-098c0ff1d251,SMS,Record wholesale,wholesale entry,have,unique wholesale number  
dfef1e70-4195-46bc-9447-098c0ff1d251,SMS,Record wholesale,products,have been added,wholesale entry
19ef89c5-e8e2-46fd-a8a8-eee3af27841b,SMS,View wholesale,Sales-Assistant,view,details of a wholesale  
19ef89c5-e8e2-46fd-a8a8-eee3af27841b,SMS,View wholesale,Sales-Assistant,find,existing wholesale  
19ef89c5-e8e2-46fd-a8a8-eee3af27841b,SMS,View wholesale,Sales-Assistant,use,"access key ""wholesale number"""
30c29bf6-a1ee-44c5-a10f-5866525ec8c4,SMS,View wholesale,system,provide,functionality  
30c29bf6-a1ee-44c5-a10f-5866525ec8c4,SMS,View wholesale,functionality,select,Customer  
30c29bf6-a1ee-44c5-a10f-5866525ec8c4,SMS,View wholesale,Sales-Assistant,forgets,wholesale number  
30c29bf6-a1ee-44c5-a10f-5866525ec8c4,SMS,View wholesale,access keys,include,"""customer name"" or ""customer number"""
d3a75bd3-2a0a-4cf1-949b-a7c383d9d368,SMS,View wholesale,The system,shall enable,Sales-Assistant  
d3a75bd3-2a0a-4cf1-949b-a7c383d9d368,SMS,View wholesale,Sales-Assistant,to find,a wholesale  
d3a75bd3-2a0a-4cf1-949b-a7c383d9d368,SMS,View wholesale,Sales-Assistant,utilizing,a partial number of the wholesale as an access key  
d3a75bd3-2a0a-4cf1-949b-a7c383d9d368,SMS,View wholesale,Sales-Assistant,selecting,a Customer
0fb0d660-1247-4378-90e1-4c2e444e1794,SMS,View wholesale,Sales-Assistant,allow,view wholesale data  
0fb0d660-1247-4378-90e1-4c2e444e1794,SMS,View wholesale,Sales-Assistant,allow,print wholesale data
e6bc21be-c452-465d-bcad-bf3e78023e4a,SMS,Add delivery wholesale,Sales Assistant,allow,find an existing wholesale  
e6bc21be-c452-465d-bcad-bf3e78023e4a,SMS,Add delivery wholesale,Sales Assistant,find,existing wholesale  
e6bc21be-c452-465d-bcad-bf3e78023e4a,SMS,Add delivery wholesale,existing wholesale,using,access key  
e6bc21be-c452-465d-bcad-bf3e78023e4a,SMS,Add delivery wholesale,access key,is,wholesale number
2cf382b5-e987-4ff6-89c1-58c97e8798aa,SMS,Add delivery wholesale,The system,shall provide,an option  
2cf382b5-e987-4ff6-89c1-58c97e8798aa,SMS,Add delivery wholesale,The Sales Assistant,to search for,a wholesale  
2cf382b5-e987-4ff6-89c1-58c97e8798aa,SMS,Add delivery wholesale,The Sales Assistant,by selecting,a customer  
2cf382b5-e987-4ff6-89c1-58c97e8798aa,SMS,Add delivery wholesale,The Sales Assistant,using access keys,such as customer name or customer number  
2cf382b5-e987-4ff6-89c1-58c97e8798aa,SMS,Add delivery wholesale,The Sales Assistant,if forgotten,the exact wholesale number
0955d54c-20b8-47b8-816a-c9c8092c4a22,SMS,Add delivery wholesale,Sales Assistant,refine,search  
0955d54c-20b8-47b8-816a-c9c8092c4a22,SMS,Add delivery wholesale,Sales Assistant,use,access keys  
0955d54c-20b8-47b8-816a-c9c8092c4a22,SMS,Add delivery wholesale,Access keys,include,wholesale partial number
62269738-f131-4704-a707-3eb654ec3157,SMS,Add delivery wholesale,Sales Assistant,select,delivery  
62269738-f131-4704-a707-3eb654ec3157,SMS,Add delivery wholesale,delivery,associate,wholesale
c0084863-ec5b-4c7c-ac33-1d72a34f6fe5,SMS,Add delivery wholesale,The system,shall facilitate,the identification of wholesale delivery products  
c0084863-ec5b-4c7c-ac33-1d72a34f6fe5,SMS,Add delivery wholesale,The system,shall facilitate,using access keys  
c0084863-ec5b-4c7c-ac33-1d72a34f6fe5,SMS,Add delivery wholesale,Access keys,include,product name  
c0084863-ec5b-4c7c-ac33-1d72a34f6fe5,SMS,Add delivery wholesale,Access keys,include,product number
b0692ce3-6289-46a5-a98a-0a4014b0a76b,SMS,Add delivery wholesale,The system,shall enable,Sales Assistant  
b0692ce3-6289-46a5-a98a-0a4014b0a76b,SMS,Add delivery wholesale,Sales Assistant,to enter,wholesale delivery quantity  
b0692ce3-6289-46a5-a98a-0a4014b0a76b,SMS,Add delivery wholesale,wholesale delivery quantity,for,specified product
bbde7609-ee8a-4b25-9c3e-8e97d911daad,SMS,Add delivery wholesale,system,shall support,adding multiple products to the same delivery  
bbde7609-ee8a-4b25-9c3e-8e97d911daad,SMS,Add delivery wholesale,system,support,adding multiple products  
bbde7609-ee8a-4b25-9c3e-8e97d911daad,SMS,Add delivery wholesale,system,support,adding products until the final product is added
7908a014-8686-4829-9473-ee1bab620116,SMS,Add delivery wholesale,system,require,input of delivery data  
7908a014-8686-4829-9473-ee1bab620116,SMS,Add delivery wholesale,input of delivery data,include,delivery receipt number  
7908a014-8686-4829-9473-ee1bab620116,SMS,Add delivery wholesale,input of delivery data,include,delivery date  
7908a014-8686-4829-9473-ee1bab620116,SMS,Add delivery wholesale,Sales Assistant,provide,input of delivery data
4b591472-d649-4b34-b0c7-991855b63caf,SMS,Add delivery wholesale,system,add,new delivery data
b2f1bea6-13f7-4c44-bf68-da5c4a31fa03,SMS,Add payment wholesale,system,provide,functionality  
b2f1bea6-13f7-4c44-bf68-da5c4a31fa03,SMS,Add payment wholesale,functionality,find,existing wholesale  
b2f1bea6-13f7-4c44-bf68-da5c4a31fa03,SMS,Add payment wholesale,access key,is,wholesale number
738be3d3-b4bc-4b6a-921d-a826fccfbb39,SMS,Add payment wholesale,system,allow,users  
738be3d3-b4bc-4b6a-921d-a826fccfbb39,SMS,Add payment wholesale,users,select,customer  
738be3d3-b4bc-4b6a-921d-a826fccfbb39,SMS,Add payment wholesale,users,select,access keys  
738be3d3-b4bc-4b6a-921d-a826fccfbb39,SMS,Add payment wholesale,access keys,include,customer name  
738be3d3-b4bc-4b6a-921d-a826fccfbb39,SMS,Add payment wholesale,access keys,include,customer number  
738be3d3-b4bc-4b6a-921d-a826fccfbb39,SMS,Add payment wholesale,users,forget,wholesale number
47b65308-ab80-42f3-80dd-fbca2f61c786,SMS,Add payment wholesale,system,enable,users  
47b65308-ab80-42f3-80dd-fbca2f61c786,SMS,Add payment wholesale,users,find,wholesale  
47b65308-ab80-42f3-80dd-fbca2f61c786,SMS,Add payment wholesale,users,use,partial wholesale number  
47b65308-ab80-42f3-80dd-fbca2f61c786,SMS,Add payment wholesale,partial wholesale number,serve,access key  
47b65308-ab80-42f3-80dd-fbca2f61c786,SMS,Add payment wholesale,users,select,customer
899079c6-49d9-4b2a-99a6-74c1a1f5adbf,SMS,Add payment wholesale,system,allow,users  
899079c6-49d9-4b2a-99a6-74c1a1f5adbf,SMS,Add payment wholesale,users,select,payment section  
899079c6-49d9-4b2a-99a6-74c1a1f5adbf,SMS,Add payment wholesale,users,access,payment section  
899079c6-49d9-4b2a-99a6-74c1a1f5adbf,SMS,Add payment wholesale,payment section,for,specific wholesale transaction
44c923b9-49e6-4c86-a9bb-46fa09ed75fc,SMS,Add payment wholesale,system,provide,interface  
44c923b9-49e6-4c86-a9bb-46fa09ed75fc,SMS,Add payment wholesale,users,enter,payment data  
44c923b9-49e6-4c86-a9bb-46fa09ed75fc,SMS,Add payment wholesale,payment data,include,payment sum  
44c923b9-49e6-4c86-a9bb-46fa09ed75fc,SMS,Add payment wholesale,payment data,include,payment date  
44c923b9-49e6-4c86-a9bb-46fa09ed75fc,SMS,Add payment wholesale,payment data,include,payment receipt number
ad846694-d00f-4ac6-aa89-b9b485ffd2e3,SMS,Add payment wholesale,system,process,new payment data  
ad846694-d00f-4ac6-aa89-b9b485ffd2e3,SMS,Add payment wholesale,system,record,new payment data  
ad846694-d00f-4ac6-aa89-b9b485ffd2e3,SMS,Add payment wholesale,payment,added,wholesale transaction
1a22d10d-7071-4095-94c0-890fa28bac67,SMS,Add payment wholesale,Sales-Assistant,is authorized,perform actions related to adding payments for wholesale transactions
