id,feature,sentence,app
bbd0a8c2-2c69-4341-afbb-946a458c6d59,Add delivery contract,"Upon successful addition of a delivery, the system shall update with the new delivery data for the contract sale.",SMS
d5fce2e5-97e1-4e07-a1a7-483cb9ce67c8,Add payment contract,The system shall allow the Sales-Assistant to find an existing contract using the contract number as the access key.,SMS
ddbd74ca-c756-408c-8ea9-be2eb9104195,Add payment contract,The system shall provide an option for the Sales-Assistant to select a customer by using either the customer name or customer number if the exact contract number is forgotten.,SMS
0e651f80-69b3-4403-a206-c6a8b22141b8,Add payment contract,The system shall enable the Sales-Assistant to locate the contract using a partial contract number after selecting the customer.,SMS
c7985d30-572b-45be-9b58-c4ae2d517ec3,Add payment contract,The system shall allow the Sales-Assistant to select the payment option for a contract sale.,SMS
1870a991-db42-44fc-9403-d9917b78169a,Add payment contract,"The system shall enable the Sales-Assistant to enter payment data, including payment sum, payment date, and payment receipt number.",SMS
dffc0552-81a1-420b-9418-cec425c52e34,Add payment contract,The system shall add the new payment data to the corresponding contract sale once the Sales-Assistant submits the payment information.,SMS
54691438-2593-443b-8ec8-19f796290e07,Record wholesale,The system shall allow the Sales-Assistant to find an existing customer for a new wholesale by using either the customer's name or customer number as access keys.,SMS
54f3cc34-7c8f-40e0-a46f-83520feb5c13,Record wholesale,The system shall enable the Sales-Assistant to find an existing product for a new wholesale using the product name as an access key.,SMS
b6a796f7-64f5-4cb6-ba5a-736cca8ef440,Record wholesale,The system shall permit the Sales-Assistant to enter the quantity for the selected product if the customer purchases more than the minimum wholesale quantity defined in the system.,SMS
f53b067b-418f-43a9-93ee-f73ba3d49c00,Record wholesale,The system shall allow the Sales-Assistant to add the selected product to the wholesale order.,SMS
050483a7-494b-48be-a801-19fd95c25e40,Record wholesale,The system shall enable the Sales-Assistant to find the next product and continue adding products to the wholesale order until all desired products are included.,SMS
dfef1e70-4195-46bc-9447-098c0ff1d251,Record wholesale,The system shall generate a new wholesale entry with a unique wholesale number after all products have been added.,SMS
19ef89c5-e8e2-46fd-a8a8-eee3af27841b,View wholesale,"The system shall allow the Sales-Assistant to view details of a wholesale on the screen by finding an existing wholesale using the access key ""wholesale number"".",SMS
30c29bf6-a1ee-44c5-a10f-5866525ec8c4,View wholesale,"The system shall provide the functionality to select a Customer using access keys such as ""customer name"" or ""customer number"" if the Sales-Assistant forgets the exact wholesale number.",SMS
d3a75bd3-2a0a-4cf1-949b-a7c383d9d368,View wholesale,The system shall enable the Sales-Assistant to find a wholesale by utilizing a partial number of the wholesale as an access key after selecting a Customer.,SMS
0fb0d660-1247-4378-90e1-4c2e444e1794,View wholesale,The system shall allow the Sales-Assistant to view or print the existing wholesale data.,SMS
e6bc21be-c452-465d-bcad-bf3e78023e4a,Add delivery wholesale,"The system shall allow the Sales Assistant to find an existing wholesale using the access key, which is the wholesale number.",SMS
2cf382b5-e987-4ff6-89c1-58c97e8798aa,Add delivery wholesale,"The system shall provide an option for the Sales Assistant to search for a wholesale by selecting a customer using access keys, such as customer name or customer number, if the exact wholesale number is forgotten.",SMS
0955d54c-20b8-47b8-816a-c9c8092c4a22,Add delivery wholesale,The system shall enable the Sales Assistant to further refine the search for a wholesale by using access keys like the wholesale partial number.,SMS
62269738-f131-4704-a707-3eb654ec3157,Add delivery wholesale,The system shall allow the Sales Assistant to select a delivery associated with a wholesale.,SMS
c0084863-ec5b-4c7c-ac33-1d72a34f6fe5,Add delivery wholesale,"The system shall facilitate the identification of wholesale delivery products using access keys, including product name or product number.",SMS
b0692ce3-6289-46a5-a98a-0a4014b0a76b,Add delivery wholesale,The system shall enable the Sales Assistant to enter the wholesale delivery quantity for a specified product.,SMS
bbde7609-ee8a-4b25-9c3e-8e97d911daad,Add delivery wholesale,The system shall support adding multiple products to the same delivery until the final product is added.,SMS
7908a014-8686-4829-9473-ee1bab620116,Add delivery wholesale,"The system shall require input of delivery data, including delivery receipt number and delivery date, from the Sales Assistant.",SMS
4b591472-d649-4b34-b0c7-991855b63caf,Add delivery wholesale,The system shall add new delivery data for the wholesale upon completion of the entry process.,SMS
b2f1bea6-13f7-4c44-bf68-da5c4a31fa03,Add payment wholesale,"The system shall provide functionality to find an existing wholesale using the access key, which is the wholesale number.",SMS
738be3d3-b4bc-4b6a-921d-a826fccfbb39,Add payment wholesale,"The system shall allow users to select a customer by access keys, such as customer name or customer number, in case the exact wholesale number is forgotten.",SMS
47b65308-ab80-42f3-80dd-fbca2f61c786,Add payment wholesale,The system shall enable users to find a wholesale using a partial wholesale number as the access key after selecting a customer.,SMS
899079c6-49d9-4b2a-99a6-74c1a1f5adbf,Add payment wholesale,The system shall allow users to select and access the payment section for a specific wholesale transaction.,SMS
44c923b9-49e6-4c86-a9bb-46fa09ed75fc,Add payment wholesale,"The system shall provide an interface for users to enter payment data, including payment sum, payment date, and payment receipt number.",SMS
ad846694-d00f-4ac6-aa89-b9b485ffd2e3,Add payment wholesale,The system shall process and record new payment data for the wholesale transaction once the payment is added.,SMS
1a22d10d-7071-4095-94c0-890fa28bac67,Add payment wholesale,The system shall ensure that only a Sales-Assistant is authorized to perform the actions related to adding payments for wholesale transactions.,SMS
ee7793de-65a8-4ade-bec6-5f56b32ffb8a,Record retail,The system shall allow the Sales-Assistant to find an existing customer by entering either the customer's name or customer number when recording a new retail.,SMS
3d72e93c-13ac-4659-ba71-fd6ed1b93fb0,Record retail,The system shall enable the Sales-Assistant to find an existing product by entering the product name for inclusion in a new retail.,SMS
7b76a9df-c20a-46d7-a702-f57132f3d9d4,Record retail,The system shall allow the Sales-Assistant to enter the quantity for a selected product during the process of recording a new retail.,SMS
cfd2a427-2d57-4c17-8c48-c727a3ad2d48,Record retail,The system shall provide the functionality for the Sales-Assistant to add a selected product and its quantity to the retail record.,SMS
d67240ae-35d6-4e03-aa8c-992e73c67c85,Record retail,The system shall support the Sales-Assistant in finding additional products and adding them to the same retail record consecutively.,SMS
84ffad8d-5c72-48de-9585-3c16823e8c10,Record retail,The system shall generate a new retail number for each new retail record created by the Sales-Assistant.,SMS
4bacfd9d-3eeb-441f-b8bb-71720b404997,View retail,"The system shall allow the Sales-Assistant to view retail details on the screen by finding an existing retail using the access key, which is the retail number.",SMS
a5d5f14c-9de6-4cb9-81ee-4ca651604928,View retail,The system shall provide an option for the Sales-Assistant to search for a Customer using access keys such as customer name or customer number in case the exact retail number is forgotten.,SMS
b0bbbb63-1282-4fa6-9c79-9f2da049fed9,View retail,The system shall enable the Sales-Assistant to find the retail details by using a partial retail number as the access key after selecting the customer.,SMS
f7902c92-7240-4bc8-8bf9-fb7fa757fa83,View retail,The system shall display the existing retail data upon successful identification of the retail by the Sales-Assistant.,SMS
2f3e84de-4861-4df5-bb0b-f0d9aa5bffdf,Add delivery retail,"The system shall allow the Sales-Assistant to find an existing retail delivery using the access key, which is the retail number.",SMS
33733d7b-c3cf-4d89-85fc-e273d2b7a5c4,Add delivery retail,"The system shall provide an option for the Sales-Assistant to select a customer by access keys such as customer name or customer number if the exact retail number is forgotten, and then find the retail by a partial retail number.",SMS
a6e19d47-1ba1-4701-9eff-07fde71bb3eb,Add delivery retail,The system shall enable the Sales-Assistant to select a delivery for the identified retail.,SMS
d9c330b8-2f4b-444a-8e72-8eccc8791312,Add delivery retail,The system shall allow the Sales-Assistant to find a retail delivery product using access keys like product name or product number.,SMS
c071cfbf-3990-48da-a20e-cb1020b41470,Add delivery retail,The system shall enable the Sales-Assistant to enter the retail delivery quantity for a selected product.,SMS
f961e9b5-7646-4d59-b0d1-b0fe8e6e0f33,Add delivery retail,The system shall allow the Sales-Assistant to add multiple products to the same delivery until all desired products have been added.,SMS
cf617f07-1533-4405-abfc-a6866eca88c8,Add delivery retail,"The system shall require the Sales-Assistant to enter delivery data, including the delivery receipt number and delivery date, before completing the delivery process.",SMS
d5652f88-e8f9-42ae-9e5b-129bb6970a80,Add delivery retail,The system shall add the new delivery data for the retail once the required information has been entered.,SMS
92dae923-86ff-4a74-9354-75e2aa4e2b65,Add payment retail,The system shall allow the Sales-Assistant to find an existing retail transaction by entering the retail number as an access key.,SMS
4660dc33-5326-44a0-9a7f-ea653a392d76,Add payment retail,The system shall provide an option for the Sales-Assistant to select a Customer by entering either the customer name or customer number as access keys if the exact retail number is unknown.,SMS
8dd0ce60-f79b-496f-8596-c4177048c734,Add payment retail,The system shall enable the Sales-Assistant to locate a retail transaction by entering a partial retail number as an access key once the Customer is selected.,SMS
e78f72ce-79d8-4bcd-b815-65c642f03c73,Add payment retail,The system shall allow the Sales-Assistant to select an existing retail transaction for payment processing.,SMS
8de15473-53df-4b13-a0c5-67252c27a3fb,Add payment retail,"The system shall provide a form for the Sales-Assistant to enter payment data, including payment sum, payment date, and payment receipt number.",SMS
835ecf24-6ef2-4cba-90d6-dcb7738cfb4e,Add payment retail,The system shall record the new payment data for the selected retail transaction upon entry by the Sales-Assistant.,SMS
6e7084c2-496b-4e4f-bf34-b026fe591885,Record returned product,The system shall allow the Sales-Assistant to find an existing customer for a returned product using the customer name or customer number as access keys.,SMS
b5954fd6-14e8-4a42-b562-24baaf4b1ceb,Record returned product,The system shall enable the Sales-Assistant to find an existing product for a returned product using the product name as an access key.,SMS
845ed7e0-a706-49a7-ad6f-0a1fba4f5f4d,Record returned product,The system shall allow the Sales-Assistant to enter the returned product quantity and stock number for the selected product.,SMS
1ad20b30-a738-4a9c-9a6d-74bab56895c1,Record returned product,The system shall enable the Sales-Assistant to enter the returned product price.,SMS
2a334122-39f3-46c9-a584-3a5a168c3fcc,Record returned product,The system shall accept the returned product and process the return transaction.,SMS
8a619a3c-0181-4244-b0be-cd20582ba20c,Record returned product,The system shall allow the Sales-Assistant to enter the payment receipt number and payment date for the returned product transaction.,SMS
2578a1e3-c880-4a43-9cf2-f0a7161ef6d5,Record returned product,"Upon accepting the returned product, the system shall update the new quantity in stock and reflect any adjustments in inventory.",SMS
147cc4ba-135e-4179-97c7-6abe950176cc,Record returned product,The system shall record the new payment details following the return transaction.,SMS
994d7b93-79eb-4beb-b7b0-1d5818cac54c,Record feedback,The system shall allow the Sales-Assistant to record feedback for a returned product by finding an existing customer using either the customer name or customer number as access keys.,SMS
d836c65f-08bf-4ab7-8c4c-ebf4d5b842db,Record feedback,The system shall provide an interface for the Sales-Assistant to enter feedback related to a returned product once the correct customer is found.,SMS
66de571a-1a20-4e16-96a3-cde6ab5a0095,Record feedback,The system shall add the newly entered feedback data to the customer's record in the system.,SMS
b996dc4d-6946-4125-8758-4c9daa06ac7a,Record feedback,The system shall ensure that the new feedback data is stored accurately and is associated with the correct customer profile for future reference.,SMS
f30d39a5-0ad8-4199-bd0c-e4fbbe04e2c1,Browse product information,The system shall provide the Sales-Assistant with a report containing the current stock status of all products.,SMS
51d8aa6d-0c6f-45aa-9737-46b77272423a,Browse product information,The system shall enable the Sales-Assistant to access a report listing all products along with their retail prices.,SMS
de8d686c-e986-498c-a0df-e0802865e1f8,Browse product information,The system shall generate a report for the Sales-Assistant that includes the wholesale price and quantity for each product.,SMS
3d1f22aa-54ef-4fc2-a0b3-f969ba3f56d1,Browse product information,"The system shall ensure that the Sales-Assistant can browse through product information, including stock status, retail price, and wholesale price and quantity.",SMS
8769a9ad-af67-4230-83a9-2a3802f7e597,"Browse customer information""",The system shall allow the Sales-Assistant to access detailed customer information to facilitate browsing and reporting tasks.,SMS
3198e149-05f2-454c-a07a-4d2deb54b750,Browse customer information,The system shall provide functionality for the Sales-Assistant to sort customer information by district to aid in report generation.,SMS
84f331ef-c6fa-42aa-a5bd-fd0b54e0ca68,Browse customer information,The system shall produce a detailed report of customer information upon request by the Sales-Assistant.,SMS
334e8af6-f711-41da-83c3-f3ffd6deaa7c,Browse customer information,The system shall generate a customer list report sorted by district when initiated by the Sales-Assistant.,SMS
ed2caa6c-8c2c-490f-9e90-1859b0a9985d,Browse customer information,The system shall ensure that the customer information accessed by the Sales-Assistant is current and up-to-date for accurate reporting.,SMS
1ce40c57-b281-45cf-a8df-7daf062acde9,Browse sales information about delivery,"The system shall allow the Sales Assistant to browse delivery information related to contract sales, wholesale, and retail.",SMS
536c0789-d6b4-443e-9fae-505f30d3aa04,Browse sales information about delivery,The system shall enable the Sales Assistant to generate a detailed report of deliveries to a customer for a specified period.,SMS
f1c70dc8-6b87-44fc-b1f8-e548d627edb8,Browse sales information about delivery,The system shall provide a report containing a detailed list of contract sale deliveries for the Sales Assistant.,SMS
7ca712cf-3f23-48e1-b01e-344b47e78c25,Browse sales information about delivery,The system shall produce a report with a detailed list of wholesale deliveries accessible by the Sales Assistant.,SMS
85f2c171-23e7-4326-90b9-975cf31b2717,Browse sales information about delivery,The system shall generate a report detailing retail deliveries for the Sales Assistant to review.,SMS
76a466d2-4181-47a0-a21a-a4938511ed1c,Browse sales information about payment,The system shall allow the Sales-Assistant to enter a specific time period or date to browse detailed sales information related to payments.,SMS
c9ac41e4-c869-4324-a65a-72cb37293a89,Browse sales information about payment,The system shall generate a detailed report of payment listings for contract sales for the specified period when accessed by the Sales-Assistant.,SMS
fa03c467-61f4-45ef-b6ef-db4a3cdfc9a8,Browse sales information about payment,The system shall generate a detailed report of payment listings for wholesale transactions for the specified period when accessed by the Sales-Assistant.,SMS
d3f541d3-025e-49af-8902-5076dea80779,Browse sales information about payment,The system shall generate a detailed report of payment listings for retail transactions for the specified period when accessed by the Sales-Assistant.,SMS
d3282737-ba15-472b-b6f9-2b9ce472bd31,Browse sales information about payment,The system shall enable the Sales-Assistant to view and analyze payment details related to contract sale deliveries within the chosen time frame.,SMS
8343547c-caa4-4658-bbb8-1c0152abe364,Browse sales information about payment,The system shall enable the Sales-Assistant to view and analyze payment details related to wholesale deliveries within the chosen time frame.,SMS
c40528f5-2d87-41ff-9711-96fa97632b1f,Browse sales information about payment,The system shall enable the Sales-Assistant to view and analyze payment details related to retail deliveries within the chosen time frame.,SMS
7cd476c3-7eb2-4dcc-a7ba-b27c35f56a59,Browse sales information about all customers’ payment,The system shall allow the Sales-Assistant to enter a specific time period or date range to filter customer payment information.,SMS
009a2bef-0070-4f06-8a4e-dc306b17b7c2,Browse sales information about all customers’ payment,"The system shall generate a detailed report of all customers' payment statuses for the specified time period, including the total amount purchased, total payments made, and the current outstanding debt.",SMS
f371083a-32a2-45ce-90f9-cb8b2af1cdbd,Browse sales information about all customers’ payment,"The system shall provide the Sales-Assistant with the ability to browse and review the generated report, ensuring accessibility to comprehensive sales information.",SMS
2435debf-b31d-4219-87cb-7f18e8889b22,Browse sales information about all customers’ payment,"The system's report shall present a clear and organized customer list, highlighting each customer's total purchases, payments, and debts within the selected timeframe.",SMS
c24be8eb-e1f9-43eb-857d-0e7bd7dc3cf8,Browse sales information about one sold product,The system shall allow the Sales-Assistant to enter a specific time period or date to browse sales information about one sold product.,SMS
fb944c0d-4c35-4d79-8f71-e919968f3ed7,Browse sales information about one sold product,The system shall generate a report listing customers' names and prices for a specified sold product within the entered time period or date.,SMS
8aef5772-15b0-4332-a039-86ef55b90989,Browse sales information about one sold product,"The system shall enable the Sales-Assistant to view detailed information about one sold product, including different customers’ names and the prices at which the product was sold.",SMS
74113268-0ee1-4c36-a9be-ce004f41e200,Browse sales information about one sold product,"Upon entering the time period or date, the system shall display a report of the selected sold product, facilitating the browsing of sales data by the Sales-Assistant.",SMS
6b35d96f-1dcd-4f33-ad37-d514ad94e970,Browse returned product information.,The system shall allow the Sales-Assistant to enter a specific time period or date to generate a report about returned products.,SMS
42ff77fe-f791-4b64-9c8d-1bdff9968fca,Browse returned product information.,"The system shall display a report of returned products that includes the customers' names and the prices of the returned products, after the Sales-Assistant inputs the desired time period or date.",SMS
166defe8-d3d6-44ae-821e-a1945f261267,Browse returned product information.,The system shall enable the Sales-Assistant to browse through the report of returned products for a specified period.,SMS
b97baee2-d5be-48fd-a6ca-e865f8b3a5ff,Browse returned product information.,"The report generated for the returned products shall include detailed information such as the list of returned products, associated customer names, and the corresponding product prices.",SMS
e933337b-608f-445e-bc6b-f21643ca65d1,Administrator Module,"It allows admin to manage two types of users, hold their details, authenticate these users at the time of login and accordingly provide different options.",SIMS
5f860315-51af-4e8e-88f4-f32aab154bff,Administrator Module,"The system must allow the administrator to add new users by filling out relevant user details (e.g., username, password, role) and assigning them the appropriate user category (Admin or Normal User).",SIMS
2bc9b0a8-f491-471d-85d9-bfce4690383b,Administrator Module,"The system must allow the administrator to delete a user from the list, permanently removing their record from the database.",SIMS
7cefa507-800a-4c8c-a119-54ec1d9e497e,Administrator Module,"The system must allow the administrator to generate and send a print request for a user report, which contains details of all users currently registered in the system.",SIMS
e58395c0-cc7c-4fa5-b69a-134ecbe8dd9f,Administrator Module,"The system must categorize users into two types: Admin and Normal User, with corresponding access rights and permissions.",SIMS
8c128d6b-4022-426e-8602-5ea41af21140,Administrator Module,"The system must enforce role-based access controls, ensuring that only users with the Admin role can add, view, or delete users",SIMS
5e366e67-06af-4000-9a85-4c9e592cc385,Administrator Module,"The system must provide the administrator with the ability to view a list of all users, showing details such as username, role, and user status.",SIMS
4c262d53-4115-4327-895a-e417010f0998,Administrator Module,It allows any user to logout when he wants to come out from the system.,SIMS
d1fd1bb2-7057-49af-953c-192dcd3aa180,Administrator Module,It allows the admin to view the list of users and take the print.,SIMS
0457aa63-60bf-4857-9826-c153f3042fd3,Administrator Module,It allows the users to change their password for future security.,SIMS
eaba874f-4ec6-4ee5-921a-9933001864e8,Deliveries Module,"The system must allow users to input delivery details, specifying the godown from which items are delivered, the item IDs, and the purpose of delivery (sale or service).",SIMS
d44ffcb1-a2d4-4e42-a0c7-e2555425bec6,Deliveries Module,"The system must generate comprehensive reports displaying all deliveries made by the company at each godown, including details like delivery date, items delivered, and purpose.",SIMS
be3b8c04-9894-4add-8970-d9935103c897,Deliveries Module,"The system must offer an option to print the delivery reports directly from the interface, facilitating easy documentation and record-keeping.",SIMS
8a3b2db0-eed0-45ac-97ce-c719fceb3278,Deliveries Module,The system must provide dropdown lists for selecting valid godown IDs and item IDs to ensure accurate data entry and enhance user-friendliness.,SIMS
5dda4abb-f3df-492e-a8e8-91e50fd3b646,Employe Information Module,It allows the authorized users to a new employee at the time of creating a godown if the employee is a newly appointed for this godown.,SIMS
03b19456-8ec4-4f61-868d-cbcbfb954531,Employe Information Module,The System holds all the details of the all the employees who are working in the organization.,SIMS
474418fc-7c58-4487-882a-ed37b9ca7bc1,Employe Information Module,"The system must allow the administrator to easily add a new employee record to the database by filling out an input form with relevant employee details (e.g., name, position, department, etc.).",SIMS
057d198d-f770-4683-9f34-fee32d840afb,Employe Information Module,The system must allow the administrator to remove an employee record from the list and database as needed.,SIMS
4ee5cea4-e52d-45f1-a74e-4bbb6ee14ecb,Employe Information Module,The system must allow the administrator to select and edit the details of a specific employee from the displayed list.,SIMS
cd2e6c72-c60e-412d-a9c5-e4fa3c7e43cc,Employe Information Module,"The system must display a list of all employees in a tabular format, showing key information such as employee name, ID, position, and department.",SIMS
9be0c133-efc7-4c73-8a3b-c23416431ec5,Employe Information Module,"The system must provide a ""Print"" option, allowing the administrator to print a detailed report of employee information with a single click on the print icon.",SIMS
648ebc9c-5be2-4a9d-92ba-256e4b77858f,Inward Module,It also allows them to view the list of inward entries.,SIMS
938dc2bf-0774-4d2a-b851-4c64cfc137a8,Inward Module,It also allows them to view the list of Outward entries.,SIMS
b27f05c1-4d77-41e0-a03a-4015b5bbaed8,Inward Module,It holds the details of all Product Stocks held in the warehouse of the company.,SIMS
4c816ace-5d99-45be-9b2e-7a9c0620b460,Inward Module,It holds the details of all the godowns which are part of our organization.,SIMS
c41a27f5-ff6c-40ef-b9e7-209b0023648d,Inward Module,The system allows the godown manager to log into the system and enter stock return entries and the reason for return.,SIMS
856763c1-95b5-4957-ae2e-bc14155e5222,Inward Module,The system allows the godown manager to log into the system and enter their inwards entries related to their godown.,SIMS
1529a1fe-3190-4664-85fb-0488525b2d6a,Inward Module,The system allows the godown manager to log into the system and enter their outward entries and their purpose related to their godown.,SIMS
883ab3d4-eddb-4350-afca-664317d5c6d4,Inward Module,"The system must allow normal users to enter inward details specific to each godown when goods are received, ensuring that these details are stored in the database",SIMS
63332adc-e4f2-4f79-ac11-fb23ada665d5,Inward Module,"The system must enforce role-based access control, where normal users can enter inward details and generate reports, but admins are restricted from making such entries.",SIMS
5c6af94b-8637-4939-913e-948da861f1bc,Inward Module,"The system must generate reports displaying all inwards made by the company at each godown, which users can view for tracking and analysis purposes",SIMS
29ab2f9c-fde9-47d8-b43d-1b2532f13fe7,Inward Module,"The system must offer a calendar-based date selection feature to users, ensuring proper date formats are used and reducing the possibility of errors when entering dates",SIMS
11259496-670a-4aa5-b44f-d847206437a4,Inward Module,"The system must prevent the admin from entering inward details, restricting this functionality to normal users only",SIMS
dca81b97-ab5f-4fc9-b9b2-45d56e520497,Inward Module,"The system must provide a list of valid godown IDs from which the user can select, preventing the entry of invalid or non-existent godown IDs",SIMS
3dabcfca-3507-4da9-aee4-60576ecc50e5,Inward Module,"The system must validate all inward details entered by users, ensuring that all necessary information (e.g., godown ID, date, quantity) is correctly filled before recording the data in the database.",SIMS
c89fc582-b312-4e45-9b4c-cc141a164dad,Inward Module,Whenver a return entry is entered then accordingly the stock number will be automatically updated if the reason is order cancelled otherwise It need not update the stock.,SIMS
8fb887ce-2ba4-4770-9b46-25e9657653d3,Inward Module,Whenver an inwards entry is entered then accordingly the stock number will be automatically updated.,SIMS
81423e67-33ed-4906-a7b8-ef2c5dcdf9f1,Inward Module,Whenver an outward entry is entered then accordingly the stock number will be automatically updated.,SIMS
ae5ec98a-9eed-4eba-8cc5-8eb6530923fe,Reporting Module,It allows admin to generate godown details report.,SIMS
7b034cbb-cf55-414e-a967-b2f5de9803bd,Reporting Module,It allows admin to generate inwards details report.,SIMS
1ec2fbd3-6806-45b0-85be-b7199c5d0fa2,Reporting Module,It allows admin to generate outwards details report.,SIMS
37b8f9f8-b03a-4fff-a9ab-5a38d9320239,Reporting Module,It allows admin to generate returns details report.,SIMS
581c288c-a774-45de-9718-c53a69474a0f,Reporting Module,It allows admin to generate stock statement report.,SIMS
6f8eed82-14be-48d2-8cba-80c3deb2a3f4,Reporting Module,"The system must allow users to generate dynamic reports based on various parameters such as godown information, monthly inwards, monthly deliveries, monthly returns, and stock statements.",SIMS
7f3e3178-5287-4547-87c5-88b047dbfc08,Reporting Module,"The system must generate a monthly report detailing all deliveries made from each godown, including delivery dates, items delivered, and delivery purposes (sale or service).",SIMS
4421e7bd-cd7a-4cb4-8da7-da80e7b1ced1,Reporting Module,"The system must generate a monthly report displaying all inwards transactions at each godown, including details such as dates, items received, and quantities.",SIMS
990b5f75-9b5f-4651-a2c1-5654d326548c,Reporting Module,"The system must generate stock statement reports, summarizing the current stock levels for each product at each godown, with details about inwards, deliveries, and returns over the selected period.",SIMS
a7a1063e-58a5-4c29-8796-973d9d090cee,Reporting Module,"The system must provide a monthly report of all returned items, showing details such as return dates, reasons for return (damage or cancellation), and the items involved.",SIMS
6812deec-e4c7-4301-83ec-d61c7c324db9,Reporting Module,"The system must provide a report that displays detailed information about each godown, including location, capacity, and current inventory levels.",SIMS
09ef99b8-518e-4284-885c-1cab53e39331,Reporting Module,"The system must provide options to export the generated reports in various formats (e.g., PDF, Excel) and allow users to print the reports for documentation purposes.",SIMS
fff3ec45-a686-4751-81c1-fc30f2816537,Returns Module,"The system must allow users to enter details of returned items, specifying whether the return is due to damage or order cancellation.",SIMS
b5e55739-385b-464f-85a9-6c94112b05b1,Returns Module,"The system must display the returns report in a tabular format, providing a clear and organized view of all returned items for easy reference.",SIMS
67484996-a163-49b8-82db-deea6318bc81,Returns Module,"The system must generate reports that display all returns made by customers at each godown, including details such as return date, item ID, and return reason (damage or cancellation).",SIMS
1da3eac7-0cae-47b3-8064-943588f75468,Returns Module,"The system must provide a list of delivered items, allowing users to easily select the ID of the returned item from the list for accurate data entry",SIMS
e3712da9-ce22-4e1f-8d78-cee6f8bb42eb,Returns Module,"The system must provide an option to print the returns report, allowing the user to document and archive return transactions efficiently",SIMS
93e93241-0bc3-4955-bfb9-1c88590e6825,Employee Registration,The system must ensure that the Sales Manager is logged into the system before allowing access to the employee registration functionality,SCATS
6ded6f3f-5d28-4bfa-8182-8fd16120f14f,Employee Registration,The system must verify that the employee is not already registered in the system before allowing the Sales Manager to create a new user account,SCATS
5ea8a677-8f5f-48e9-b94d-963f19630f63,Employee Registration,The system must provide an interface for the Sales Manager to input and collect required employee data during the registration process,SCATS
aa767528-d42c-4817-abe0-db4842d7be39,Employee Registration,The system must allow the Sales Manager to create a new user account for the employee.,SCATS
a5ce2127-8c6e-4d2f-9733-8ab4597fe020,Employee Registration,The system must provide a functionality for the Sales Manager to define a unique username and secure password for the new employee.,SCATS
4824e0e2-5e5e-4f3e-8ac7-488abb5a0913,Employee Registration,"Once the employee account is created, the system must present or send the username and password to the Sales Manager for distribution to the employee.",SCATS
a9274c35-d0ca-4c63-a635-2bd269c2d2a5,Employee Registration,"After the employee registration process is complete, the system must maintain the Sales Manager’s login session and ensure the system menu is still displayed.",SCATS
32617737-6d40-41fe-ba11-bad6bd7b8990,Product Registration,The system must verify that the Sales Manager is logged into the system before allowing access to the product registration form.,SCATS
eadb5009-4827-420c-9294-ac9bd74d6bfd,Product Registration,The system must check if the product is not already in stock before allowing the Sales Manager to register the new product.,SCATS
e4f0c8ec-266a-48e0-a45f-8ede01cdf893,Product Registration,The system must provide a menu option that allows the Sales Manager to access the product registration form.,SCATS
073b7c94-98cc-4600-869d-99170bc7e4ce,Product Registration,"The system must provide an interface for the Sales Manager to input all necessary product information, such as name, quantity, supplier details, price, and product category.",SCATS
f0e310ce-8933-451c-b126-b871c786b102,Product Registration,The system must allow the Sales Manager to review and confirm the data entered before updating the product stock.,SCATS
6488b05e-1334-48f4-bd4e-a30cbedb325f,Product Registration,"Once the Sales Manager confirms the product registration, the system must update its stock records to reflect the new product availability.",SCATS
1368e9d5-612b-465b-a39d-f085e511080b,Product Registration,"After the product is successfully registered, the system must maintain the Sales Manager’s session and ensure the system menu is still displayed.",SCATS
59254e66-eb0d-405a-bb2b-0f208eb66837,Sales Registration,The system must allow the Sales Person to search for a product and verify its availability in the stock based on the customer’s request.,SCATS
80064e85-095f-43b6-8366-407db5120af6,Sales Registration,The system must verify that the Sales Person is logged into the system before allowing access to product inventory and sales functionalities.,SCATS
93b097e5-10e3-4aa2-ae17-1a090ff4c050,Sales Registration,"The system must display detailed product information, including price, quantity available, and description when the Sales Person searches for a product.",SCATS
f93df689-747b-4c46-819e-d4b4f46369ea,Sales Registration,The system must allow the Sales Person to update the product’s quantity in stock once the sale is confirmed.,SCATS
a4c65ee4-0dd6-41ca-a4e7-bc30b01ee88b,Sales Registration,The system must automatically calculate the total amount for the sale by multiplying the product price by the quantity requested by the customer.,SCATS
a4a704d3-c8fd-4330-a71d-2da924446c5d,Sales Registration,"Once the sale is confirmed, the system must register the sale transaction, including the customer details, product sold, quantity, and total price",SCATS
f4d397fb-bc33-4847-adeb-a9bbb43d26f9,Sales Registration,"After the sale is completed, the system must update the product inventory to reflect the decrease in stock",SCATS
5152618d-f817-4626-a054-65c60b2648f9,Sales Registration," After the sale is registered, the system must maintain the Sales Person’s login session and ensure the system menu is still displayed.",SCATS
6220c6dc-14fd-4d60-ad29-69c73a617c5e,Customer Registration,The system must verify that the Sales Person or Sales Manager is logged into the system before allowing access to the customer registration form.,SCATS
498c46c0-0ac3-4c1f-8d13-097a55b8f989,Customer Registration,The system must automatically generate a new unique Customer ID by incrementing the last registered Customer ID by 1 when a new customer is being registered.,SCATS
4d3adc83-0b25-4573-a7e0-68f6b609a529,Customer Registration,"The system must display a customer registration form allowing the Sales Person or Sales Manager to input the customer’s details, including name, address(es), phone number(s), email(s), and contact person.",SCATS
