"source_id","option_id","source","option"
"474418fc-7c58-4487-882a-ed37b9ca7bc1","5ea8a677-8f5f-48e9-b94d-963f19630f63","The system must allow the administrator to easily add a new employee record to the database by filling out an input form with relevant employee details (e.g., name, position, department, etc.).",The system must provide an interface for the Sales Manager to input and collect required employee data during the registration process
"474418fc-7c58-4487-882a-ed37b9ca7bc1","5f860315-51af-4e8e-88f4-f32aab154bff","The system must allow the administrator to easily add a new employee record to the database by filling out an input form with relevant employee details (e.g., name, position, department, etc.).","The system must allow the administrator to add new users by filling out relevant user details (e.g., username, password, role) and assigning them the appropriate user category (Admin or Normal User)."
"474418fc-7c58-4487-882a-ed37b9ca7bc1",cd2e6c72-c60e-412d-a9c5-e4fa3c7e43cc,"The system must allow the administrator to easily add a new employee record to the database by filling out an input form with relevant employee details (e.g., name, position, department, etc.).","The system must display a list of all employees in a tabular format, showing key information such as employee name, ID, position, and department."
"474418fc-7c58-4487-882a-ed37b9ca7bc1","9be0c133-efc7-4c73-8a3b-c23416431ec5","The system must allow the administrator to easily add a new employee record to the database by filling out an input form with relevant employee details (e.g., name, position, department, etc.).","The system must provide a ""Print"" option, allowing the administrator to print a detailed report of employee information with a single click on the print icon."
"47b65308-ab80-42f3-80dd-fbca2f61c786",d3a75bd3-2a0a-4cf1-949b-a7c383d9d368,The system shall enable users to find a wholesale using a partial wholesale number as the access key after selecting a customer.,The system shall enable the Sales-Assistant to find a wholesale by utilizing a partial number of the wholesale as an access key after selecting a Customer.
"47b65308-ab80-42f3-80dd-fbca2f61c786",b2f1bea6-13f7-4c44-bf68-da5c4a31fa03,The system shall enable users to find a wholesale using a partial wholesale number as the access key after selecting a customer.,"The system shall provide functionality to find an existing wholesale using the access key, which is the wholesale number."
"47b65308-ab80-42f3-80dd-fbca2f61c786","0955d54c-20b8-47b8-816a-c9c8092c4a22",The system shall enable users to find a wholesale using a partial wholesale number as the access key after selecting a customer.,The system shall enable the Sales Assistant to further refine the search for a wholesale by using access keys like the wholesale partial number.
"47b65308-ab80-42f3-80dd-fbca2f61c786","738be3d3-b4bc-4b6a-921d-a826fccfbb39",The system shall enable users to find a wholesale using a partial wholesale number as the access key after selecting a customer.,"The system shall allow users to select a customer by access keys, such as customer name or customer number, in case the exact wholesale number is forgotten."
"47b65308-ab80-42f3-80dd-fbca2f61c786",e6bc21be-c452-465d-bcad-bf3e78023e4a,The system shall enable users to find a wholesale using a partial wholesale number as the access key after selecting a customer.,"The system shall allow the Sales Assistant to find an existing wholesale using the access key, which is the wholesale number."
"47d4e880-a6d5-4b96-953c-75de6f050947","0a898e3f-78ca-4fd0-8e1b-a2d61e38d251","Generate real-time cost reports based on vendor bills, taxes, tariffs, fuel surcharges, and other handling fees. Automatically generates an accounting record for end-of-quarter reporting and price adjustments.","Real-time accounting records generated for a product from stock purchases, scraps, and other inventory actions."
"47d4e880-a6d5-4b96-953c-75de6f050947","0143aef8-853a-437b-ab2c-57351aff104a","Generate real-time cost reports based on vendor bills, taxes, tariffs, fuel surcharges, and other handling fees. Automatically generates an accounting record for end-of-quarter reporting and price adjustments.","Real-time accounting records generated for a product from stock purchases, scraps, and other inventory actions."
"47d4e880-a6d5-4b96-953c-75de6f050947","6f8eed82-14be-48d2-8cba-80c3deb2a3f4","Generate real-time cost reports based on vendor bills, taxes, tariffs, fuel surcharges, and other handling fees. Automatically generates an accounting record for end-of-quarter reporting and price adjustments.","The system must allow users to generate dynamic reports based on various parameters such as godown information, monthly inwards, monthly deliveries, monthly returns, and stock statements."
"47d4e880-a6d5-4b96-953c-75de6f050947","441831fd-e527-4ac2-b3dd-d1165eb43324","Generate real-time cost reports based on vendor bills, taxes, tariffs, fuel surcharges, and other handling fees. Automatically generates an accounting record for end-of-quarter reporting and price adjustments.","Invoice based on ordered or delivered quantities, or based on time and materials. Manage payment terms by customer or by invoice. Easily track and follow up on invoice aging."
"47d4e880-a6d5-4b96-953c-75de6f050947","4a79cb12-f204-404f-93ac-aa63987930b2","Generate real-time cost reports based on vendor bills, taxes, tariffs, fuel surcharges, and other handling fees. Automatically generates an accounting record for end-of-quarter reporting and price adjustments.",Manage incoming shipments with vendor-provided arrival dates and automatic unit of measure conversion for received quantities. (e.g. buy in tons and sell in kg.)
"47ecf680-59a1-4757-b56b-96dce364ea37","74738b81-8d5a-471c-8a39-2a0f8db60bb5","You can manually add products to a collection or set up filter conditions based on product title, price, brand, and tags to automatically create one.","After adding products to your store, you can sort, search, or even delete products that are no longer available in your store."
"47ecf680-59a1-4757-b56b-96dce364ea37","39206fc2-25e1-47c2-b52e-59f5880731c7","You can manually add products to a collection or set up filter conditions based on product title, price, brand, and tags to automatically create one.","Fill out the product title, description, SKU, and other details, create different variants with multiple attributes, and set different prices and inventory amounts."
"47ecf680-59a1-4757-b56b-96dce364ea37","5a1b7959-6f74-436a-bfc5-270b0ae40b7e","You can manually add products to a collection or set up filter conditions based on product title, price, brand, and tags to automatically create one.","Using simple drag and drop, you can create a hierarchy of categories to classify your products and help your customers discover them quickly."
"47ecf680-59a1-4757-b56b-96dce364ea37","125814cf-91df-4c05-8cea-28f4d0908a74","You can manually add products to a collection or set up filter conditions based on product title, price, brand, and tags to automatically create one.","Quickly find products by name, barcode, or description with the built-in search function."
"47ecf680-59a1-4757-b56b-96dce364ea37","3e5118b9-7ae6-4354-b2f3-1578debf4af2","You can manually add products to a collection or set up filter conditions based on product title, price, brand, and tags to automatically create one.","Organize your store better by creating menu items. Add pages, links, products, categories, and even collections as menu items. Rearrange the existing menus with ease via drag-and-drop."
"4824e0e2-5e5e-4f3e-8ac7-488abb5a0913",a5ce2127-8c6e-4d2f-9733-8ab4597fe020,"Once the employee account is created, the system must present or send the username and password to the Sales Manager for distribution to the employee.",The system must provide a functionality for the Sales Manager to define a unique username and secure password for the new employee.
"4824e0e2-5e5e-4f3e-8ac7-488abb5a0913",aa767528-d42c-4817-abe0-db4842d7be39,"Once the employee account is created, the system must present or send the username and password to the Sales Manager for distribution to the employee.",The system must allow the Sales Manager to create a new user account for the employee.
"4824e0e2-5e5e-4f3e-8ac7-488abb5a0913",a9274c35-d0ca-4c63-a635-2bd269c2d2a5,"Once the employee account is created, the system must present or send the username and password to the Sales Manager for distribution to the employee.","After the employee registration process is complete, the system must maintain the Sales Manager’s login session and ensure the system menu is still displayed."
"4824e0e2-5e5e-4f3e-8ac7-488abb5a0913","5ea8a677-8f5f-48e9-b94d-963f19630f63","Once the employee account is created, the system must present or send the username and password to the Sales Manager for distribution to the employee.",The system must provide an interface for the Sales Manager to input and collect required employee data during the registration process
"4824e0e2-5e5e-4f3e-8ac7-488abb5a0913","93e93241-0bc3-4955-bfb9-1c88590e6825","Once the employee account is created, the system must present or send the username and password to the Sales Manager for distribution to the employee.",The system must ensure that the Sales Manager is logged into the system before allowing access to the employee registration functionality
"487aec20-4aff-44e3-aee4-4e14de445f00","796cf2d4-5de4-472c-8914-97cd8f68f676","Convert quotations into sales orders in one click, or let your customers do it themselves with online quotes and Odoo eSign. Save time with the ability to modify sales orders, sell product kits, and ship partial orders.",Send quotes in just a few clicks. Convert quotes to sales orders and invoices from the same screen. Use the integrated CRM app to manage your sales pipeline from qualification to closing.
"487aec20-4aff-44e3-aee4-4e14de445f00","56c17788-9205-46ad-bf4f-e6c41033c89b","Convert quotations into sales orders in one click, or let your customers do it themselves with online quotes and Odoo eSign. Save time with the ability to modify sales orders, sell product kits, and ship partial orders.","Provide customers with access to an online portal to view their quotes and sales orders, and to track the status of their deliveries in real-time. Customers can modify their orders and confirm them with an electronic signature or online payment."
"487aec20-4aff-44e3-aee4-4e14de445f00","71f6afaa-2a19-438d-982a-c56b0a25e265","Convert quotations into sales orders in one click, or let your customers do it themselves with online quotes and Odoo eSign. Save time with the ability to modify sales orders, sell product kits, and ship partial orders.","Sell faster with electronic signatures, allowing your customers to review and sign their quotations online."
"487aec20-4aff-44e3-aee4-4e14de445f00","9f99e399-7bca-4f7d-95d4-33c9ab5f97e5","Convert quotations into sales orders in one click, or let your customers do it themselves with online quotes and Odoo eSign. Save time with the ability to modify sales orders, sell product kits, and ship partial orders.",Easily add specific product variants to a quotation or cart using Odoo's product configurator display.
"487aec20-4aff-44e3-aee4-4e14de445f00","3db2289f-21a9-4009-a424-8ea7a5d22d2f","Convert quotations into sales orders in one click, or let your customers do it themselves with online quotes and Odoo eSign. Save time with the ability to modify sales orders, sell product kits, and ship partial orders.","Keep track of the status of your quotes and orders, of the amount of the orders and the expected delivery date. No more generation of draft PO. Auto-complete when generating a draft invoice."
"492bc74d-7e7f-452b-a0ca-a27ff71d4a85",f961e9b5-7646-4d59-b0d1-b0fe8e6e0f33,The system shall provide the capability for the Sales-Assistant to add additional products to the same delivery until the last product is entered.,The system shall allow the Sales-Assistant to add multiple products to the same delivery until all desired products have been added.
"492bc74d-7e7f-452b-a0ca-a27ff71d4a85",bbde7609-ee8a-4b25-9c3e-8e97d911daad,The system shall provide the capability for the Sales-Assistant to add additional products to the same delivery until the last product is entered.,The system shall support adding multiple products to the same delivery until the final product is added.
"492bc74d-7e7f-452b-a0ca-a27ff71d4a85","380f36b5-e847-4b2a-a3c4-de229bb4f192",The system shall provide the capability for the Sales-Assistant to add additional products to the same delivery until the last product is entered.,The system shall allow the Sales-Assistant to continue finding and adding additional products to the contract until all products are included in the contract.
"492bc74d-7e7f-452b-a0ca-a27ff71d4a85",d67240ae-35d6-4e03-aa8c-992e73c67c85,The system shall provide the capability for the Sales-Assistant to add additional products to the same delivery until the last product is entered.,The system shall support the Sales-Assistant in finding additional products and adding them to the same retail record consecutively.
"492bc74d-7e7f-452b-a0ca-a27ff71d4a85","050483a7-494b-48be-a801-19fd95c25e40",The system shall provide the capability for the Sales-Assistant to add additional products to the same delivery until the last product is entered.,The system shall enable the Sales-Assistant to find the next product and continue adding products to the wholesale order until all desired products are included.
"49c6440c-baee-4a62-be60-cb28df752ddf",bc249626-1744-4ff0-9a29-39a1c3ba76a2,Cash payment methods and cash journals cannot be re-used over multiple POS to avoid accounting issues related to cash drawer control.,The system must allow the user to input the amount to be paid and the cash received from the customer.
"49c6440c-baee-4a62-be60-cb28df752ddf",f341131f-bf87-49c3-b8bf-2b391dbaebfd,Cash payment methods and cash journals cannot be re-used over multiple POS to avoid accounting issues related to cash drawer control.,"After the transaction is validated, the system must add the amount to be paid to the total cash amount in the register or point-of-sale system."
"49c6440c-baee-4a62-be60-cb28df752ddf",d0f2e3db-161a-4fbe-bdac-b4a79f360f2c,Cash payment methods and cash journals cannot be re-used over multiple POS to avoid accounting issues related to cash drawer control.,The system must validate that the cash received is greater than or equal to the amount to be paid before proceeding with the transaction.
"49c6440c-baee-4a62-be60-cb28df752ddf",cf8d9af4-1e1a-48e3-b1e0-fcb8c2b4b232,Cash payment methods and cash journals cannot be re-used over multiple POS to avoid accounting issues related to cash drawer control.,"After the payment is processed, the system must update the total amount of cash in the register to reflect the new balance:"
"49c6440c-baee-4a62-be60-cb28df752ddf",f228dd9b-cf13-4e15-b17c-df151e03b7c3,Cash payment methods and cash journals cannot be re-used over multiple POS to avoid accounting issues related to cash drawer control.,Manage multiple cashier accounts and secure them with badges or pin codes.
"49ee0cc1-5e31-4802-a3ab-bdc5a90a4124",dc2ada60-2d27-4aac-9c4b-4ca4a9d38394,Customize your pipeline by adding a description on stages.,Get a clear overview of the opportunity pipeline. Work faster with the drag & drop interface. Set up specific stages for each sales team.Analyze lost reasons on your opportunities to improve your sales effectiveness.
"49ee0cc1-5e31-4802-a3ab-bdc5a90a4124","2d7fce98-b882-4b65-beb9-a869e0bb1861",Customize your pipeline by adding a description on stages.,"Analyse your opportunities pipeline with advanced filters, grouping, drill down, etc."
"49ee0cc1-5e31-4802-a3ab-bdc5a90a4124",e7bb66be-7d13-47bf-bcc9-5d63ecfb63a0,Customize your pipeline by adding a description on stages.,"Send quotes in just a few clicks, manage your pipeline with drag and drop, etc."
"49ee0cc1-5e31-4802-a3ab-bdc5a90a4124","0f69ab7e-27f4-4106-a6da-c38d1eb9844b",Customize your pipeline by adding a description on stages.,Use predefined dashboards or build your own with the advanced reporting engine Share filters with the team.
"49ee0cc1-5e31-4802-a3ab-bdc5a90a4124",ae08fd03-8087-4526-8e2c-b989f3643efa,Customize your pipeline by adding a description on stages.,Use predefined dashboards or build your own with the advanced reporting engine. Share filters with the team.
"49fe8dcf-50ee-4e55-83cc-3fc88e7cee69","6d0c8b9e-9a9a-4d53-b40b-23fed2c39c0b",Local POS inventory and online inventories are periodically compared  and resolved into a master inventory list. This list is then sent to both the local POS and online inventory so that they can be updated. This sync logs conflicts (See requirement 11) and notifies clients and customers with the appropriate information when the conflicts occur. ,All conflicts resulting from online to offline inventory deficiencies are handled on sync with the client. Local customers and inventory takes priority over online sales and any conflict resulting from online sales notifies and refunds the online customer
"49fe8dcf-50ee-4e55-83cc-3fc88e7cee69","877c1ca4-6795-4e61-821e-2822db5bc1f0",Local POS inventory and online inventories are periodically compared  and resolved into a master inventory list. This list is then sent to both the local POS and online inventory so that they can be updated. This sync logs conflicts (See requirement 11) and notifies clients and customers with the appropriate information when the conflicts occur. ,"A client’s inventory is handled through their local POS (intuit) and then synced with the
system’s online inventory. A client may also edit their inventory either online/offline through the system."
"49fe8dcf-50ee-4e55-83cc-3fc88e7cee69","97c155e6-2867-4c91-8900-41e5a3ede6e3",Local POS inventory and online inventories are periodically compared  and resolved into a master inventory list. This list is then sent to both the local POS and online inventory so that they can be updated. This sync logs conflicts (See requirement 11) and notifies clients and customers with the appropriate information when the conflicts occur. ,"Clients can create, read, update, and delete from an online interface that immediately updates the online inventory. Local inventory is updated on sync."
"49fe8dcf-50ee-4e55-83cc-3fc88e7cee69",d7b40e47-0cf6-4b0b-917c-ec8c8e441e02,Local POS inventory and online inventories are periodically compared  and resolved into a master inventory list. This list is then sent to both the local POS and online inventory so that they can be updated. This sync logs conflicts (See requirement 11) and notifies clients and customers with the appropriate information when the conflicts occur. ,"As inventory is updated, either through a sync with the client or an online sale
occurring, online stock for the items as well as web carts are updated"
"49fe8dcf-50ee-4e55-83cc-3fc88e7cee69","69257036-9503-4621-8ed7-b4d89f0f13ae",Local POS inventory and online inventories are periodically compared  and resolved into a master inventory list. This list is then sent to both the local POS and online inventory so that they can be updated. This sync logs conflicts (See requirement 11) and notifies clients and customers with the appropriate information when the conflicts occur. ,"Clients can create, read, update, and delete from a simple Graphical User Interface (GUI) on their local machines. These changes are reflected in the local POS (intuit) as well as the online inventory upon sync."
"4a3f9539-71ef-43b4-ac9f-38affcbd18f0","7b76a9df-c20a-46d7-a702-f57132f3d9d4",The system shall enable the Sales Assistant to input the quantity of the new product being added to the stock.,The system shall allow the Sales-Assistant to enter the quantity for a selected product during the process of recording a new retail.
"4a3f9539-71ef-43b4-ac9f-38affcbd18f0","68c0a16c-fec9-4ca5-9207-4b541761d594",The system shall enable the Sales Assistant to input the quantity of the new product being added to the stock.,The system shall allow the Sales Assistant to update the quantity of the existing product.
"4a3f9539-71ef-43b4-ac9f-38affcbd18f0","845ed7e0-a706-49a7-ad6f-0a1fba4f5f4d",The system shall enable the Sales Assistant to input the quantity of the new product being added to the stock.,The system shall allow the Sales-Assistant to enter the returned product quantity and stock number for the selected product.
"4a3f9539-71ef-43b4-ac9f-38affcbd18f0",c071cfbf-3990-48da-a20e-cb1020b41470,The system shall enable the Sales Assistant to input the quantity of the new product being added to the stock.,The system shall enable the Sales-Assistant to enter the retail delivery quantity for a selected product.
"4a3f9539-71ef-43b4-ac9f-38affcbd18f0","0b985b98-5735-4271-a2b0-58adbce79d8d",The system shall enable the Sales Assistant to input the quantity of the new product being added to the stock.,The system shall provide an option for the Sales Assistant to add the product to the stock after entering the required details.
"4a79cb12-f204-404f-93ac-aa63987930b2","3f8c8e67-11eb-4ad7-a68d-b8e76fac89e4",Manage incoming shipments with vendor-provided arrival dates and automatic unit of measure conversion for received quantities. (e.g. buy in tons and sell in kg.),Sell your products with custom or preset units of measure and update your stock accordingly.
"4a79cb12-f204-404f-93ac-aa63987930b2","0e86f153-8b8f-4d3f-b29a-2113eb3d7177",Manage incoming shipments with vendor-provided arrival dates and automatic unit of measure conversion for received quantities. (e.g. buy in tons and sell in kg.),"Get the best prices for materials by scheduling recurring orders with pre-defined vendors, order quantities, and expected arrival dates. (Integration with Purchase app)"
"4a79cb12-f204-404f-93ac-aa63987930b2",df3f21c3-52c2-4bd3-a819-3dd292fd38aa,Manage incoming shipments with vendor-provided arrival dates and automatic unit of measure conversion for received quantities. (e.g. buy in tons and sell in kg.),"Forecasted report of on-hand, incoming, and outgoing stock while operations are happening in real-time. Calculate out-of-stock dates for products based on customer orders, shipment dates, and manufacturing orders so you can swiftly react to vendor order deadlines and lead times."
"4a79cb12-f204-404f-93ac-aa63987930b2","761f548b-6663-4615-81a4-082566d849d6",Manage incoming shipments with vendor-provided arrival dates and automatic unit of measure conversion for received quantities. (e.g. buy in tons and sell in kg.),"Sell products, arrange delayed delivery, and choose the desired shipment date."
"4a79cb12-f204-404f-93ac-aa63987930b2","85b9338c-0e0b-4922-8afe-edb9454ba980",Manage incoming shipments with vendor-provided arrival dates and automatic unit of measure conversion for received quantities. (e.g. buy in tons and sell in kg.),"Keep track of stock, incoming orders and product availability."
"4afcc1d0-99e4-4db2-8e7f-2f2d80206fb2","69b5b69d-bb92-4d1b-8e23-472f81180c8c",The system shall update the stock to reflect the new quantity of the added product.,"Upon acceptance of the updated product details, the system shall save the changes and update the stock with the new quantity and stock number."
"4afcc1d0-99e4-4db2-8e7f-2f2d80206fb2","2578a1e3-c880-4a43-9cf2-f0a7161ef6d5",The system shall update the stock to reflect the new quantity of the added product.,"Upon accepting the returned product, the system shall update the new quantity in stock and reflect any adjustments in inventory."
"4afcc1d0-99e4-4db2-8e7f-2f2d80206fb2","9f201428-8309-4ba4-8b81-67514a8a427d",The system shall update the stock to reflect the new quantity of the added product.,The system shall display a confirmation message showing the updated quantity and stock details after the product has been successfully updated.
"4afcc1d0-99e4-4db2-8e7f-2f2d80206fb2","68c0a16c-fec9-4ca5-9207-4b541761d594",The system shall update the stock to reflect the new quantity of the added product.,The system shall allow the Sales Assistant to update the quantity of the existing product.
"4afcc1d0-99e4-4db2-8e7f-2f2d80206fb2","4a3f9539-71ef-43b4-ac9f-38affcbd18f0",The system shall update the stock to reflect the new quantity of the added product.,The system shall enable the Sales Assistant to input the quantity of the new product being added to the stock.
"4b591472-d649-4b34-b0c7-991855b63caf",d5652f88-e8f9-42ae-9e5b-129bb6970a80,The system shall add new delivery data for the wholesale upon completion of the entry process.,The system shall add the new delivery data for the retail once the required information has been entered.
"4b591472-d649-4b34-b0c7-991855b63caf",ad846694-d00f-4ac6-aa89-b9b485ffd2e3,The system shall add new delivery data for the wholesale upon completion of the entry process.,The system shall process and record new payment data for the wholesale transaction once the payment is added.
"4b591472-d649-4b34-b0c7-991855b63caf",dfef1e70-4195-46bc-9447-098c0ff1d251,The system shall add new delivery data for the wholesale upon completion of the entry process.,The system shall generate a new wholesale entry with a unique wholesale number after all products have been added.
"4b591472-d649-4b34-b0c7-991855b63caf",bbd0a8c2-2c69-4341-afbb-946a458c6d59,The system shall add new delivery data for the wholesale upon completion of the entry process.,"Upon successful addition of a delivery, the system shall update with the new delivery data for the contract sale."
"4b591472-d649-4b34-b0c7-991855b63caf",b0692ce3-6289-46a5-a98a-0a4014b0a76b,The system shall add new delivery data for the wholesale upon completion of the entry process.,The system shall enable the Sales Assistant to enter the wholesale delivery quantity for a specified product.
"4bacfd9d-3eeb-441f-b8bb-71720b404997","2f3e84de-4861-4df5-bb0b-f0d9aa5bffdf","The system shall allow the Sales-Assistant to view retail details on the screen by finding an existing retail using the access key, which is the retail number.","The system shall allow the Sales-Assistant to find an existing retail delivery using the access key, which is the retail number."
"4bacfd9d-3eeb-441f-b8bb-71720b404997","92dae923-86ff-4a74-9354-75e2aa4e2b65","The system shall allow the Sales-Assistant to view retail details on the screen by finding an existing retail using the access key, which is the retail number.",The system shall allow the Sales-Assistant to find an existing retail transaction by entering the retail number as an access key.
"4bacfd9d-3eeb-441f-b8bb-71720b404997",b0bbbb63-1282-4fa6-9c79-9f2da049fed9,"The system shall allow the Sales-Assistant to view retail details on the screen by finding an existing retail using the access key, which is the retail number.",The system shall enable the Sales-Assistant to find the retail details by using a partial retail number as the access key after selecting the customer.
"4bacfd9d-3eeb-441f-b8bb-71720b404997","8dd0ce60-f79b-496f-8596-c4177048c734","The system shall allow the Sales-Assistant to view retail details on the screen by finding an existing retail using the access key, which is the retail number.",The system shall enable the Sales-Assistant to locate a retail transaction by entering a partial retail number as an access key once the Customer is selected.
"4bacfd9d-3eeb-441f-b8bb-71720b404997","19ef89c5-e8e2-46fd-a8a8-eee3af27841b","The system shall allow the Sales-Assistant to view retail details on the screen by finding an existing retail using the access key, which is the retail number.","The system shall allow the Sales-Assistant to view details of a wholesale on the screen by finding an existing wholesale using the access key ""wholesale number""."
"4c262d53-4115-4327-895a-e417010f0998",e933337b-608f-445e-bc6b-f21643ca65d1,It allows any user to logout when he wants to come out from the system.,"It allows admin to manage two types of users, hold their details, authenticate these users at the time of login and accordingly provide different options."
"4c262d53-4115-4327-895a-e417010f0998","0457aa63-60bf-4857-9826-c153f3042fd3",It allows any user to logout when he wants to come out from the system.,It allows the users to change their password for future security.
"4c262d53-4115-4327-895a-e417010f0998","057d198d-f770-4683-9f34-fee32d840afb",It allows any user to logout when he wants to come out from the system.,The system must allow the administrator to remove an employee record from the list and database as needed.
"4c262d53-4115-4327-895a-e417010f0998","2bc9b0a8-f491-471d-85d9-bfce4690383b",It allows any user to logout when he wants to come out from the system.,"The system must allow the administrator to delete a user from the list, permanently removing their record from the database."
"4c262d53-4115-4327-895a-e417010f0998","1cab1730-2664-4342-ac7f-6bf98cc5bfec",It allows any user to logout when he wants to come out from the system.,"After the customer registration is completed, the system must maintain the user’s login session and ensure the system menu is still displayed."
"4c70ef4a-c8f2-4aab-86d7-3690ad56b2a8",a7606c65-7641-4013-a62e-8f906294dd30,Sell products in multiple units of measure and let Odoo manage the conversion.,Purchase in different units of measure and let Odoo manages the conversion.
"4c70ef4a-c8f2-4aab-86d7-3690ad56b2a8","3f8c8e67-11eb-4ad7-a68d-b8e76fac89e4",Sell products in multiple units of measure and let Odoo manage the conversion.,Sell your products with custom or preset units of measure and update your stock accordingly.
"4c70ef4a-c8f2-4aab-86d7-3690ad56b2a8","487aec20-4aff-44e3-aee4-4e14de445f00",Sell products in multiple units of measure and let Odoo manage the conversion.,"Convert quotations into sales orders in one click, or let your customers do it themselves with online quotes and Odoo eSign. Save time with the ability to modify sales orders, sell product kits, and ship partial orders."
"4c70ef4a-c8f2-4aab-86d7-3690ad56b2a8","08f4fcba-f173-4006-a07e-00c694b00655",Sell products in multiple units of measure and let Odoo manage the conversion.,Use Odoo's mobile interface to sell on the road.
"4c70ef4a-c8f2-4aab-86d7-3690ad56b2a8","9f99e399-7bca-4f7d-95d4-33c9ab5f97e5",Sell products in multiple units of measure and let Odoo manage the conversion.,Easily add specific product variants to a quotation or cart using Odoo's product configurator display.
"4c816ace-5d99-45be-9b2e-7a9c0620b460",b27f05c1-4d77-41e0-a03a-4015b5bbaed8,It holds the details of all the godowns which are part of our organization.,It holds the details of all Product Stocks held in the warehouse of the company.
"4c816ace-5d99-45be-9b2e-7a9c0620b460","6812deec-e4c7-4301-83ec-d61c7c324db9",It holds the details of all the godowns which are part of our organization.,"The system must provide a report that displays detailed information about each godown, including location, capacity, and current inventory levels."
"4c816ace-5d99-45be-9b2e-7a9c0620b460","856763c1-95b5-4957-ae2e-bc14155e5222",It holds the details of all the godowns which are part of our organization.,The system allows the godown manager to log into the system and enter their inwards entries related to their godown.
"4c816ace-5d99-45be-9b2e-7a9c0620b460","1529a1fe-3190-4664-85fb-0488525b2d6a",It holds the details of all the godowns which are part of our organization.,The system allows the godown manager to log into the system and enter their outward entries and their purpose related to their godown.
"4c816ace-5d99-45be-9b2e-7a9c0620b460","03b19456-8ec4-4f61-868d-cbcbfb954531",It holds the details of all the godowns which are part of our organization.,The System holds all the details of the all the employees who are working in the organization.
"4c916c83-aacd-43b5-ad18-32cfeac2a8f2","0e651f80-69b3-4403-a206-c6a8b22141b8",The system shall enable the Sales-Assistant to locate a contract by using a partial contract number if the full contract number is not available.,The system shall enable the Sales-Assistant to locate the contract using a partial contract number after selecting the customer.
"4c916c83-aacd-43b5-ad18-32cfeac2a8f2","8dcc86d4-f80f-42f2-b482-08e11b3e474a",The system shall enable the Sales-Assistant to locate a contract by using a partial contract number if the full contract number is not available.,The system shall enable the sales assistant to find a contract using a partial contract number as an access key after selecting the customer.
"4c916c83-aacd-43b5-ad18-32cfeac2a8f2",d5fce2e5-97e1-4e07-a1a7-483cb9ce67c8,The system shall enable the Sales-Assistant to locate a contract by using a partial contract number if the full contract number is not available.,The system shall allow the Sales-Assistant to find an existing contract using the contract number as the access key.
"4c916c83-aacd-43b5-ad18-32cfeac2a8f2","0b4419a7-83ca-444f-a202-4a43de9776d4",The system shall enable the Sales-Assistant to locate a contract by using a partial contract number if the full contract number is not available.,The system shall allow the Sales-Assistant to find an existing contract that has not been carried out yet by accessing it with the contract number.
"4c916c83-aacd-43b5-ad18-32cfeac2a8f2",dad5f365-5805-49cd-9d4f-51bc9dedc527,The system shall enable the Sales-Assistant to locate a contract by using a partial contract number if the full contract number is not available.,"The system shall provide an option for the Sales-Assistant to search for a contract by selecting the Customer using access keys such as the customer name or customer number, in case the exact contract number is forgotten."
"4d3adc83-0b25-4573-a7e0-68f6b609a529","7f05b0bc-1d6a-4d87-8314-ed7709c12382","The system must display a customer registration form allowing the Sales Person or Sales Manager to input the customer’s details, including name, address(es), phone number(s), email(s), and contact person.","The system must allow the Sales Person or Sales Manager to input or correct data fields, such as customer information, product details, or Sales Person information."
"4d3adc83-0b25-4573-a7e0-68f6b609a529","5ea8a677-8f5f-48e9-b94d-963f19630f63","The system must display a customer registration form allowing the Sales Person or Sales Manager to input the customer’s details, including name, address(es), phone number(s), email(s), and contact person.",The system must provide an interface for the Sales Manager to input and collect required employee data during the registration process
"4d3adc83-0b25-4573-a7e0-68f6b609a529","98633eac-83f7-4d15-ac9f-e445e13377f1","The system must display a customer registration form allowing the Sales Person or Sales Manager to input the customer’s details, including name, address(es), phone number(s), email(s), and contact person.",The system must validate that all required fields (such as customer name and contact details) are filled before allowing the registration to proceed.
"4d3adc83-0b25-4573-a7e0-68f6b609a529",e4f0c8ec-266a-48e0-a45f-8ede01cdf893,"The system must display a customer registration form allowing the Sales Person or Sales Manager to input the customer’s details, including name, address(es), phone number(s), email(s), and contact person.",The system must provide a menu option that allows the Sales Manager to access the product registration form.
"4d3adc83-0b25-4573-a7e0-68f6b609a529","6220c6dc-14fd-4d60-ad29-69c73a617c5e","The system must display a customer registration form allowing the Sales Person or Sales Manager to input the customer’s details, including name, address(es), phone number(s), email(s), and contact person.",The system must verify that the Sales Person or Sales Manager is logged into the system before allowing access to the customer registration form.
"4e7ee4cc-3a00-4988-8641-834f5a00ca10","3e9c6401-854c-4863-a665-710df318f728",The system shall ensure that the ID card number is unique and notify the Sales Assistant if the entered ID card number already exists in the database.,The system shall ensure that the updated ID card number is unique and notify the Sales Assistant if it matches an existing record.
"4e7ee4cc-3a00-4988-8641-834f5a00ca10",e2123b20-3a75-4939-b1cc-a30d6c97f233,The system shall ensure that the ID card number is unique and notify the Sales Assistant if the entered ID card number already exists in the database.,The system shall enable the Sales Assistant to input the ID card number of a potential customer.
"4e7ee4cc-3a00-4988-8641-834f5a00ca10",d1a305ff-93ef-45ed-8ddf-1b7f9612f6d3,The system shall ensure that the ID card number is unique and notify the Sales Assistant if the entered ID card number already exists in the database.,The system shall allow the Sales Assistant to modify the ID card number of an existing customer.
